,Created At,positivi,negativi,neutrali
22645,2021-03-08 17:42:28,0,0,1
22646,2021-03-08 17:42:27,0,0,1
22647,2021-03-08 17:42:27,0,0,1
22648,2021-03-08 17:42:27,0,0,1
22649,2021-03-08 17:42:26,0,0,1
22650,2021-03-08 17:42:18,0,1,0
22651,2021-03-08 17:42:16,0,0,1
22652,2021-03-08 17:42:16,0,0,1
22653,2021-03-08 17:42:14,0,0,1
22654,2021-03-08 17:42:14,0,1,0
22655,2021-03-08 17:42:12,0,1,0
22656,2021-03-08 17:42:11,0,0,1
22657,2021-03-08 17:42:10,1,0,0
22658,2021-03-08 17:42:07,0,0,1
22659,2021-03-08 17:42:05,0,0,1
22660,2021-03-08 17:42:04,1,0,0
22661,2021-03-08 17:42:03,0,0,1
22662,2021-03-08 17:42:03,0,0,1
22663,2021-03-08 17:42:02,0,0,1
22664,2021-03-08 17:42:02,0,1,0
22665,2021-03-08 17:42:00,0,1,0
22666,2021-03-08 17:41:58,1,0,0
22667,2021-03-08 17:41:53,1,0,0
22668,2021-03-08 17:41:53,0,0,1
22669,2021-03-08 17:41:49,1,0,0
22670,2021-03-08 17:41:48,1,0,0
22671,2021-03-08 17:41:47,0,1,0
22672,2021-03-08 17:41:47,0,0,1
22673,2021-03-08 17:41:42,0,0,1
22674,2021-03-08 17:41:40,1,0,0
22675,2021-03-08 17:41:40,0,0,1
22676,2021-03-08 17:41:35,0,0,1
22677,2021-03-08 17:41:35,1,0,0
22678,2021-03-08 17:41:28,1,0,0
22679,2021-03-08 17:41:27,0,0,1
22680,2021-03-08 17:41:26,1,0,0
22681,2021-03-08 17:41:26,0,0,1
22682,2021-03-08 17:41:24,0,1,0
22683,2021-03-08 17:41:23,1,0,0
22684,2021-03-08 17:41:22,0,0,1
22685,2021-03-08 17:41:22,0,0,1
22686,2021-03-08 17:41:21,0,0,1
22687,2021-03-08 17:41:18,0,0,1
22688,2021-03-08 17:41:17,0,1,0
22689,2021-03-08 17:41:17,0,0,1
22690,2021-03-08 17:41:16,0,0,1
22691,2021-03-08 17:41:13,0,0,1
22692,2021-03-08 17:41:11,1,0,0
22693,2021-03-08 17:41:09,0,1,0
22694,2021-03-08 17:41:09,0,1,0
22695,2021-03-08 17:41:09,0,0,1
22696,2021-03-08 17:41:09,1,0,0
22697,2021-03-08 17:41:05,0,0,1
22698,2021-03-08 17:40:59,0,1,0
22699,2021-03-08 17:40:59,0,0,1
22700,2021-03-08 17:40:59,0,0,1
22701,2021-03-08 17:40:58,0,0,1
22702,2021-03-08 17:40:57,0,0,1
22703,2021-03-08 17:40:54,0,0,1
22704,2021-03-08 17:40:54,1,0,0
22705,2021-03-08 17:40:52,0,0,1
22706,2021-03-08 17:40:50,1,0,0
22707,2021-03-08 17:40:49,0,0,1
22708,2021-03-08 17:40:46,1,0,0
22709,2021-03-08 17:40:46,0,0,1
22710,2021-03-08 17:40:45,0,1,0
22711,2021-03-08 17:40:44,0,0,1
22712,2021-03-08 17:40:41,0,0,1
22713,2021-03-08 17:40:41,0,0,1
22714,2021-03-08 17:40:39,0,0,1
22715,2021-03-08 17:40:33,0,1,0
22716,2021-03-08 17:40:32,0,0,1
22717,2021-03-08 17:40:30,0,1,0
22718,2021-03-08 17:40:29,0,0,1
22719,2021-03-08 17:40:27,0,0,1
22720,2021-03-08 17:40:26,0,0,1
22721,2021-03-08 17:40:26,1,0,0
22722,2021-03-08 17:40:25,0,1,0
22723,2021-03-08 17:40:19,0,0,1
22724,2021-03-08 17:40:16,0,0,1
22725,2021-03-08 17:40:15,0,0,1
22726,2021-03-08 17:40:15,0,0,1
22727,2021-03-08 17:40:15,0,0,1
22728,2021-03-08 17:40:13,0,0,1
22729,2021-03-08 17:40:12,0,1,0
22730,2021-03-08 17:40:11,1,0,0
22731,2021-03-08 17:40:10,0,0,1
22732,2021-03-08 17:40:09,0,0,1
22733,2021-03-08 17:40:08,1,0,0
22734,2021-03-08 17:40:07,0,1,0
22735,2021-03-08 17:40:07,0,0,1
22736,2021-03-08 17:40:04,0,0,1
22737,2021-03-08 17:40:04,0,0,1
22738,2021-03-08 17:40:01,1,0,0
22739,2021-03-08 17:40:00,0,0,1
22740,2021-03-08 17:39:59,1,0,0
22741,2021-03-08 17:39:59,1,0,0
22742,2021-03-08 17:39:57,0,0,1
22743,2021-03-08 17:39:57,1,0,0
22744,2021-03-08 17:39:55,0,0,1
22745,2021-03-08 17:39:54,1,0,0
22746,2021-03-08 17:39:53,0,0,1
22747,2021-03-08 17:39:52,0,1,0
22748,2021-03-08 17:39:50,0,0,1
22749,2021-03-08 17:39:48,0,1,0
22750,2021-03-08 17:39:47,1,0,0
22751,2021-03-08 17:39:43,0,0,1
22752,2021-03-08 17:39:43,0,0,1
22753,2021-03-08 17:39:40,0,0,1
22754,2021-03-08 17:39:39,0,0,1
22755,2021-03-08 17:39:38,1,0,0
22756,2021-03-08 17:39:37,0,1,0
22757,2021-03-08 17:39:35,1,0,0
22758,2021-03-08 17:39:34,0,0,1
22759,2021-03-08 17:39:32,0,0,1
22760,2021-03-08 17:39:31,0,1,0
22761,2021-03-08 17:39:31,0,0,1
22762,2021-03-08 17:39:29,0,0,1
22763,2021-03-08 17:39:26,0,0,1
22764,2021-03-08 17:39:25,1,0,0
22765,2021-03-08 17:39:25,0,0,1
22766,2021-03-08 17:39:24,1,0,0
22767,2021-03-08 17:39:24,0,0,1
22768,2021-03-08 17:39:18,1,0,0
22769,2021-03-08 17:39:16,1,0,0
22770,2021-03-08 17:39:14,1,0,0
22771,2021-03-08 17:39:14,0,1,0
22772,2021-03-08 17:39:11,0,0,1
22773,2021-03-08 17:39:10,0,0,1
22774,2021-03-08 17:39:10,0,0,1
22775,2021-03-08 17:39:10,0,0,1
22776,2021-03-08 17:39:09,0,0,1
22777,2021-03-08 17:39:07,0,0,1
22778,2021-03-08 17:39:06,0,0,1
22779,2021-03-08 17:39:06,0,1,0
22780,2021-03-08 17:39:04,0,0,1
22781,2021-03-08 17:39:02,0,1,0
22782,2021-03-08 17:39:01,0,0,1
22783,2021-03-08 17:39:00,0,0,1
22784,2021-03-08 17:38:58,0,1,0
22785,2021-03-08 17:38:56,1,0,0
22786,2021-03-08 17:38:54,0,1,0
22787,2021-03-08 17:38:54,0,0,1
22788,2021-03-08 17:38:48,0,0,1
22789,2021-03-08 17:38:47,0,0,1
22790,2021-03-08 17:38:46,0,1,0
22791,2021-03-08 17:38:45,1,0,0
22792,2021-03-08 17:38:44,0,0,1
22793,2021-03-08 17:38:44,1,0,0
22794,2021-03-08 17:38:44,0,0,1
22795,2021-03-08 17:38:43,0,0,1
22796,2021-03-08 17:38:42,0,1,0
22797,2021-03-08 17:38:40,1,0,0
22798,2021-03-08 17:38:36,0,0,1
22799,2021-03-08 17:38:35,1,0,0
22800,2021-03-08 17:38:34,0,1,0
22801,2021-03-08 17:38:34,0,0,1
22802,2021-03-08 17:38:33,0,1,0
22803,2021-03-08 17:38:31,0,0,1
22804,2021-03-08 17:38:31,0,0,1
22805,2021-03-08 17:38:29,0,1,0
22806,2021-03-08 17:38:29,0,1,0
22807,2021-03-08 17:38:28,0,0,1
22808,2021-03-08 17:38:28,1,0,0
22809,2021-03-08 17:38:26,1,0,0
22810,2021-03-08 17:38:26,0,0,1
22811,2021-03-08 17:38:26,0,0,1
22812,2021-03-08 17:38:25,0,0,1
22813,2021-03-08 17:38:20,0,0,1
22814,2021-03-08 17:38:18,0,0,1
22815,2021-03-08 17:38:17,0,1,0
22816,2021-03-08 17:38:17,0,0,1
22817,2021-03-08 17:38:14,0,0,1
22818,2021-03-08 17:38:13,0,0,1
22819,2021-03-08 17:38:12,0,1,0
22820,2021-03-08 17:38:11,1,0,0
22821,2021-03-08 17:38:10,0,1,0
22822,2021-03-08 17:38:08,1,0,0
22823,2021-03-08 17:38:05,0,0,1
22824,2021-03-08 17:38:01,1,0,0
22825,2021-03-08 17:38:01,0,0,1
22826,2021-03-08 17:37:58,0,0,1
22827,2021-03-08 17:37:56,0,0,1
22828,2021-03-08 17:37:56,0,0,1
22829,2021-03-08 17:37:52,0,1,0
22830,2021-03-08 17:37:52,1,0,0
22831,2021-03-08 17:37:51,0,0,1
22832,2021-03-08 17:37:51,0,0,1
22833,2021-03-08 17:37:44,0,0,1
22834,2021-03-08 17:37:40,1,0,0
22835,2021-03-08 17:37:40,0,1,0
22836,2021-03-08 17:37:39,0,1,0
22837,2021-03-08 17:37:36,0,1,0
22838,2021-03-08 17:37:33,1,0,0
22839,2021-03-08 17:37:30,0,0,1
22840,2021-03-08 17:37:28,0,0,1
22841,2021-03-08 17:37:27,0,0,1
22842,2021-03-08 17:37:27,0,0,1
22843,2021-03-08 17:37:27,0,0,1
22844,2021-03-08 17:37:24,0,0,1
22845,2021-03-08 17:37:24,0,0,1
22846,2021-03-08 17:37:23,0,0,1
22847,2021-03-08 17:37:21,0,1,0
22848,2021-03-08 17:37:20,1,0,0
22849,2021-03-08 17:37:18,0,0,1
22850,2021-03-08 17:37:18,0,0,1
22851,2021-03-08 17:37:16,0,0,1
22852,2021-03-08 17:37:11,0,0,1
22853,2021-03-08 17:37:11,0,1,0
22854,2021-03-08 17:37:10,0,1,0
22855,2021-03-08 17:37:09,0,0,1
22856,2021-03-08 17:37:05,0,0,1
22857,2021-03-08 17:37:01,1,0,0
22858,2021-03-08 17:36:58,0,0,1
22859,2021-03-08 17:36:58,0,1,0
22860,2021-03-08 17:36:57,0,1,0
22861,2021-03-08 17:36:56,0,0,1
22862,2021-03-08 17:36:55,1,0,0
22863,2021-03-08 17:36:49,0,1,0
22864,2021-03-08 17:36:45,0,0,1
22865,2021-03-08 17:36:43,0,1,0
22866,2021-03-08 17:36:35,1,0,0
22867,2021-03-08 17:36:34,0,0,1
22868,2021-03-08 17:36:33,0,0,1
22869,2021-03-08 17:36:33,0,0,1
22870,2021-03-08 17:36:32,0,0,1
22871,2021-03-08 17:36:32,0,0,1
22872,2021-03-08 17:36:29,0,0,1
22873,2021-03-08 17:36:25,0,0,1
22874,2021-03-08 17:36:21,1,0,0
22875,2021-03-08 17:36:19,0,0,1
22876,2021-03-08 17:36:16,0,0,1
22877,2021-03-08 17:36:16,0,0,1
22878,2021-03-08 17:36:15,1,0,0
22879,2021-03-08 17:36:05,0,1,0
22880,2021-03-08 17:36:03,0,1,0
22881,2021-03-08 17:35:59,0,0,1
22882,2021-03-08 17:35:56,0,0,1
22883,2021-03-08 17:35:56,1,0,0
22884,2021-03-08 17:35:55,0,1,0
22885,2021-03-08 17:35:51,1,0,0
22886,2021-03-08 17:35:50,1,0,0
22887,2021-03-08 17:35:50,0,0,1
22888,2021-03-08 17:35:48,0,0,1
22889,2021-03-08 17:35:46,0,0,1
22890,2021-03-08 17:35:40,0,0,1
22891,2021-03-08 17:35:39,1,0,0
22892,2021-03-08 17:35:37,1,0,0
22893,2021-03-08 17:35:36,0,0,1
22894,2021-03-08 17:35:36,0,0,1
22895,2021-03-08 17:35:35,0,0,1
22896,2021-03-08 17:35:34,0,1,0
22897,2021-03-08 17:35:33,1,0,0
22898,2021-03-08 17:35:33,0,0,1
22899,2021-03-08 17:35:32,0,1,0
22900,2021-03-08 17:35:31,1,0,0
22901,2021-03-08 17:35:30,1,0,0
22902,2021-03-08 17:35:28,0,0,1
22903,2021-03-08 17:35:27,1,0,0
22904,2021-03-08 17:35:26,1,0,0
22905,2021-03-08 17:35:24,0,0,1
22906,2021-03-08 17:35:14,0,1,0
22907,2021-03-08 17:35:13,1,0,0
22908,2021-03-08 17:35:09,0,0,1
22909,2021-03-08 17:35:08,0,0,1
22910,2021-03-08 17:35:06,0,0,1
22911,2021-03-08 17:35:05,0,1,0
22912,2021-03-08 17:35:04,0,0,1
22913,2021-03-08 17:35:02,0,0,1
22914,2021-03-08 17:35:02,1,0,0
22915,2021-03-08 17:35:01,1,0,0
22916,2021-03-08 17:35:00,0,0,1
22917,2021-03-08 17:34:57,1,0,0
22918,2021-03-08 17:34:56,0,0,1
22919,2021-03-08 17:34:56,0,0,1
22920,2021-03-08 17:34:56,1,0,0
22921,2021-03-08 17:34:55,0,0,1
22922,2021-03-08 17:34:55,1,0,0
22923,2021-03-08 17:34:51,1,0,0
22924,2021-03-08 17:34:48,0,0,1
22925,2021-03-08 17:34:47,0,0,1
22926,2021-03-08 17:34:42,1,0,0
22927,2021-03-08 17:34:38,0,0,1
22928,2021-03-08 17:34:38,0,0,1
22929,2021-03-08 17:34:36,0,1,0
22930,2021-03-08 17:34:35,0,0,1
22931,2021-03-08 17:34:34,0,0,1
22932,2021-03-08 17:34:34,0,0,1
22933,2021-03-08 17:34:33,0,0,1
22934,2021-03-08 17:34:21,0,0,1
22935,2021-03-08 17:34:13,0,0,1
22936,2021-03-08 17:34:04,1,0,0
22937,2021-03-08 17:34:01,0,0,1
22938,2021-03-08 17:34:00,0,0,1
22939,2021-03-08 17:33:54,0,0,1
22940,2021-03-08 17:33:53,1,0,0
22941,2021-03-08 17:33:47,0,0,1
22942,2021-03-08 17:33:45,0,0,1
22943,2021-03-08 17:33:37,0,0,1
22944,2021-03-08 17:33:36,1,0,0
22945,2021-03-08 17:33:35,0,0,1
22946,2021-03-08 17:33:32,1,0,0
22947,2021-03-08 17:33:32,0,0,1
22948,2021-03-08 17:33:30,1,0,0
22949,2021-03-08 17:33:27,0,0,1
22950,2021-03-08 17:33:27,0,1,0
22951,2021-03-08 17:33:26,1,0,0
22952,2021-03-08 17:33:22,0,0,1
22953,2021-03-08 17:33:14,1,0,0
22954,2021-03-08 17:33:14,0,0,1
22955,2021-03-08 17:33:10,0,1,0
22956,2021-03-08 17:33:09,1,0,0
22957,2021-03-08 17:33:07,1,0,0
22958,2021-03-08 17:33:06,0,1,0
22959,2021-03-08 17:33:05,0,0,1
22960,2021-03-08 17:33:04,0,0,1
22961,2021-03-08 17:33:02,1,0,0
22962,2021-03-08 17:33:01,1,0,0
22963,2021-03-08 17:33:01,0,0,1
22964,2021-03-08 17:32:58,0,0,1
22965,2021-03-08 17:32:54,0,0,1
22966,2021-03-08 17:32:51,0,0,1
22967,2021-03-08 17:32:51,0,0,1
22968,2021-03-08 17:32:50,1,0,0
22969,2021-03-08 17:32:45,0,0,1
22970,2021-03-08 17:32:44,0,0,1
22971,2021-03-08 17:32:42,1,0,0
22972,2021-03-08 17:32:38,0,1,0
22973,2021-03-08 17:32:38,0,0,1
22974,2021-03-08 17:32:35,0,0,1
22975,2021-03-08 17:32:34,0,1,0
22976,2021-03-08 17:32:31,0,1,0
22977,2021-03-08 17:32:27,0,0,1
22978,2021-03-08 17:32:26,0,0,1
22979,2021-03-08 17:32:26,0,1,0
22980,2021-03-08 17:32:23,0,0,1
22981,2021-03-08 17:32:22,0,1,0
22982,2021-03-08 17:32:20,0,1,0
22983,2021-03-08 17:32:20,0,1,0
22984,2021-03-08 17:32:16,0,0,1
22985,2021-03-08 17:32:15,0,1,0
22986,2021-03-08 17:32:15,1,0,0
22987,2021-03-08 17:32:12,0,0,1
22988,2021-03-08 17:32:12,0,0,1
22989,2021-03-08 17:32:11,0,0,1
22990,2021-03-08 17:32:08,0,0,1
22991,2021-03-08 17:32:08,0,0,1
22992,2021-03-08 17:32:06,0,0,1
22993,2021-03-08 17:32:06,0,0,1
22994,2021-03-08 17:32:06,0,1,0
22995,2021-03-08 17:32:04,0,0,1
22996,2021-03-08 17:32:03,1,0,0
22997,2021-03-08 17:32:00,0,0,1
22998,2021-03-08 17:31:57,0,1,0
22999,2021-03-08 17:31:57,0,0,1
23000,2021-03-08 17:31:54,0,0,1
23001,2021-03-08 17:31:49,1,0,0
23002,2021-03-08 17:31:48,0,0,1
23003,2021-03-08 17:31:46,0,0,1
23004,2021-03-08 17:31:45,0,1,0
23005,2021-03-08 17:31:43,0,0,1
23006,2021-03-08 17:31:43,1,0,0
23007,2021-03-08 17:31:38,0,0,1
23008,2021-03-08 17:31:38,0,1,0
23009,2021-03-08 17:31:37,0,0,1
23010,2021-03-08 17:31:31,0,0,1
23011,2021-03-08 17:31:30,0,1,0
23012,2021-03-08 17:31:26,0,0,1
23013,2021-03-08 17:31:25,0,0,1
23014,2021-03-08 17:31:25,0,0,1
23015,2021-03-08 17:31:24,0,1,0
23016,2021-03-08 17:31:23,0,0,1
23017,2021-03-08 17:31:23,1,0,0
23018,2021-03-08 17:31:18,0,1,0
23019,2021-03-08 17:31:16,0,0,1
23020,2021-03-08 17:31:16,0,1,0
23021,2021-03-08 17:31:13,1,0,0
23022,2021-03-08 17:31:10,0,1,0
23023,2021-03-08 17:31:08,0,1,0
23024,2021-03-08 17:31:08,0,1,0
23025,2021-03-08 17:31:07,0,0,1
23026,2021-03-08 17:31:07,0,0,1
23027,2021-03-08 17:31:06,1,0,0
23028,2021-03-08 17:31:06,1,0,0
23029,2021-03-08 17:31:04,0,1,0
23030,2021-03-08 17:31:03,0,0,1
23031,2021-03-08 17:31:03,0,1,0
23032,2021-03-08 17:31:02,0,0,1
23033,2021-03-08 17:31:01,0,0,1
23034,2021-03-08 17:30:57,0,0,1
23035,2021-03-08 17:30:57,0,1,0
23036,2021-03-08 17:30:56,0,0,1
23037,2021-03-08 17:30:56,0,0,1
23038,2021-03-08 17:30:55,0,1,0
23039,2021-03-08 17:30:51,1,0,0
23040,2021-03-08 17:30:47,0,0,1
23041,2021-03-08 17:30:45,1,0,0
23042,2021-03-08 17:30:43,0,0,1
23043,2021-03-08 17:30:40,1,0,0
23044,2021-03-08 17:30:36,0,1,0
23045,2021-03-08 17:30:36,0,0,1
23046,2021-03-08 17:30:35,0,0,1
23047,2021-03-08 17:30:33,0,0,1
23048,2021-03-08 17:30:33,0,1,0
23049,2021-03-08 17:30:30,0,0,1
23050,2021-03-08 17:30:30,1,0,0
23051,2021-03-08 17:30:27,0,1,0
23052,2021-03-08 17:30:27,0,0,1
23053,2021-03-08 17:30:22,0,1,0
23054,2021-03-08 17:30:20,0,1,0
23055,2021-03-08 17:30:18,0,0,1
23056,2021-03-08 17:30:14,1,0,0
23057,2021-03-08 17:30:13,0,0,1
23058,2021-03-08 17:30:12,0,0,1
23059,2021-03-08 17:30:11,1,0,0
23060,2021-03-08 17:30:05,0,0,1
23061,2021-03-08 17:30:04,0,0,1
23062,2021-03-08 17:29:59,0,0,1
23063,2021-03-08 17:29:56,1,0,0
23064,2021-03-08 17:29:55,0,0,1
23065,2021-03-08 17:29:54,0,0,1
23066,2021-03-08 17:29:53,0,0,1
23067,2021-03-08 17:29:49,1,0,0
23068,2021-03-08 17:29:45,1,0,0
23069,2021-03-08 17:29:45,0,0,1
23070,2021-03-08 17:29:44,1,0,0
23071,2021-03-08 17:29:42,0,1,0
23072,2021-03-08 17:29:42,0,0,1
23073,2021-03-08 17:29:42,0,0,1
23074,2021-03-08 17:29:41,1,0,0
23075,2021-03-08 17:29:39,0,0,1
23076,2021-03-08 17:29:36,0,0,1
23077,2021-03-08 17:29:32,0,0,1
23078,2021-03-08 17:29:30,0,0,1
23079,2021-03-08 17:29:29,0,0,1
23080,2021-03-08 17:29:27,0,0,1
23081,2021-03-08 17:29:25,1,0,0
23082,2021-03-08 17:29:24,0,1,0
23083,2021-03-08 17:29:24,0,0,1
23084,2021-03-08 17:29:22,0,0,1
23085,2021-03-08 17:29:22,0,0,1
23086,2021-03-08 17:29:18,1,0,0
23087,2021-03-08 17:29:17,0,0,1
23088,2021-03-08 17:29:15,0,0,1
23089,2021-03-08 17:29:14,0,0,1
23090,2021-03-08 17:29:10,0,0,1
23091,2021-03-08 17:29:07,0,0,1
23092,2021-03-08 17:29:05,1,0,0
23093,2021-03-08 17:29:03,0,0,1
23094,2021-03-08 17:29:00,1,0,0
23095,2021-03-08 17:28:58,0,0,1
23096,2021-03-08 17:28:57,0,0,1
23097,2021-03-08 17:28:56,0,0,1
23098,2021-03-08 17:28:50,0,1,0
23099,2021-03-08 17:28:49,0,1,0
23100,2021-03-08 17:28:49,0,0,1
23101,2021-03-08 17:28:48,0,0,1
23102,2021-03-08 17:28:47,0,0,1
23103,2021-03-08 17:28:45,0,0,1
23104,2021-03-08 17:28:45,1,0,0
23105,2021-03-08 17:28:45,1,0,0
23106,2021-03-08 17:28:45,1,0,0
23107,2021-03-08 17:28:43,1,0,0
23108,2021-03-08 17:28:41,0,0,1
23109,2021-03-08 17:28:39,0,0,1
23110,2021-03-08 17:28:39,0,0,1
23111,2021-03-08 17:28:34,1,0,0
23112,2021-03-08 17:28:34,0,0,1
23113,2021-03-08 17:28:33,0,0,1
23114,2021-03-08 17:28:33,0,0,1
23115,2021-03-08 17:28:32,0,0,1
23116,2021-03-08 17:28:31,0,0,1
23117,2021-03-08 17:28:30,1,0,0
23118,2021-03-08 17:28:30,1,0,0
23119,2021-03-08 17:28:29,0,1,0
23120,2021-03-08 17:28:24,1,0,0
23121,2021-03-08 17:28:20,0,1,0
23122,2021-03-08 17:28:20,0,0,1
23123,2021-03-08 17:28:17,0,0,1
23124,2021-03-08 17:28:16,0,1,0
23125,2021-03-08 17:28:15,0,0,1
23126,2021-03-08 17:28:13,0,0,1
23127,2021-03-08 17:28:13,0,0,1
23128,2021-03-08 17:28:12,0,1,0
23129,2021-03-08 17:28:12,0,0,1
23130,2021-03-08 17:28:12,0,0,1
23131,2021-03-08 17:28:10,1,0,0
23132,2021-03-08 17:28:09,0,0,1
23133,2021-03-08 17:28:08,0,0,1
23134,2021-03-08 17:28:07,1,0,0
23135,2021-03-08 17:28:02,0,0,1
23136,2021-03-08 17:28:02,0,0,1
23137,2021-03-08 17:27:58,0,0,1
23138,2021-03-08 17:27:58,0,1,0
23139,2021-03-08 17:27:57,0,0,1
23140,2021-03-08 17:27:55,0,0,1
23141,2021-03-08 17:27:49,1,0,0
23142,2021-03-08 17:27:49,1,0,0
23143,2021-03-08 17:27:47,0,0,1
23144,2021-03-08 17:27:44,0,0,1
23145,2021-03-08 17:27:43,0,0,1
23146,2021-03-08 17:27:38,0,1,0
23147,2021-03-08 17:27:38,0,0,1
23148,2021-03-08 17:27:35,0,1,0
23149,2021-03-08 17:27:35,1,0,0
23150,2021-03-08 17:27:32,0,0,1
23151,2021-03-08 17:27:28,0,0,1
23152,2021-03-08 17:27:27,1,0,0
23153,2021-03-08 17:27:23,0,0,1
23154,2021-03-08 17:27:23,1,0,0
23155,2021-03-08 17:27:14,0,1,0
23156,2021-03-08 17:27:12,0,0,1
23157,2021-03-08 17:27:11,0,0,1
23158,2021-03-08 17:27:09,0,0,1
23159,2021-03-08 17:27:07,0,0,1
23160,2021-03-08 17:27:03,1,0,0
23161,2021-03-08 17:27:02,0,0,1
23162,2021-03-08 17:27:01,0,0,1
23163,2021-03-08 17:27:00,0,1,0
23164,2021-03-08 17:27:00,0,0,1
23165,2021-03-08 17:26:56,1,0,0
23166,2021-03-08 17:26:56,1,0,0
23167,2021-03-08 17:26:55,0,1,0
23168,2021-03-08 17:26:55,0,0,1
23169,2021-03-08 17:26:55,0,0,1
23170,2021-03-08 17:26:54,0,0,1
23171,2021-03-08 17:26:50,1,0,0
23172,2021-03-08 17:26:50,0,1,0
23173,2021-03-08 17:26:50,0,0,1
23174,2021-03-08 17:26:43,1,0,0
23175,2021-03-08 17:26:42,1,0,0
23176,2021-03-08 17:26:42,0,0,1
23177,2021-03-08 17:26:40,0,0,1
23178,2021-03-08 17:26:36,0,0,1
23179,2021-03-08 17:26:36,1,0,0
23180,2021-03-08 17:26:35,1,0,0
23181,2021-03-08 17:26:32,1,0,0
23182,2021-03-08 17:26:31,0,0,1
23183,2021-03-08 17:26:29,0,1,0
23184,2021-03-08 17:26:27,0,0,1
23185,2021-03-08 17:26:27,1,0,0
23186,2021-03-08 17:26:26,0,0,1
23187,2021-03-08 17:26:24,0,0,1
23188,2021-03-08 17:26:24,1,0,0
23189,2021-03-08 17:26:23,0,0,1
23190,2021-03-08 17:26:22,0,0,1
23191,2021-03-08 17:26:22,0,0,1
23192,2021-03-08 17:26:22,0,0,1
23193,2021-03-08 17:26:21,0,0,1
23194,2021-03-08 17:26:20,1,0,0
23195,2021-03-08 17:26:20,0,0,1
23196,2021-03-08 17:26:17,0,1,0
23197,2021-03-08 17:26:16,0,1,0
23198,2021-03-08 17:26:11,1,0,0
23199,2021-03-08 17:26:09,1,0,0
23200,2021-03-08 17:26:08,0,0,1
23201,2021-03-08 17:26:07,1,0,0
23202,2021-03-08 17:26:05,0,0,1
23203,2021-03-08 17:26:02,0,1,0
23204,2021-03-08 17:26:01,1,0,0
23205,2021-03-08 17:25:59,0,1,0
23206,2021-03-08 17:25:56,0,0,1
23207,2021-03-08 17:25:55,0,0,1
23208,2021-03-08 17:25:51,0,0,1
23209,2021-03-08 17:25:50,0,0,1
23210,2021-03-08 17:25:50,0,0,1
23211,2021-03-08 17:25:41,0,0,1
23212,2021-03-08 17:25:38,1,0,0
23213,2021-03-08 17:25:37,1,0,0
23214,2021-03-08 17:25:33,0,0,1
23215,2021-03-08 17:25:31,0,1,0
23216,2021-03-08 17:25:27,0,0,1
23217,2021-03-08 17:25:27,0,1,0
23218,2021-03-08 17:25:23,0,1,0
23219,2021-03-08 17:25:20,1,0,0
23220,2021-03-08 17:25:20,0,0,1
23221,2021-03-08 17:25:20,0,1,0
23222,2021-03-08 17:25:20,0,0,1
23223,2021-03-08 17:25:18,0,1,0
23224,2021-03-08 17:25:18,1,0,0
23225,2021-03-08 17:25:15,0,0,1
23226,2021-03-08 17:25:12,0,1,0
23227,2021-03-08 17:25:12,1,0,0
23228,2021-03-08 17:25:08,0,0,1
23229,2021-03-08 17:25:06,0,0,1
23230,2021-03-08 17:25:05,0,0,1
23231,2021-03-08 17:25:04,0,0,1
23232,2021-03-08 17:25:01,0,1,0
23233,2021-03-08 17:25:00,1,0,0
23234,2021-03-08 17:24:57,0,0,1
23235,2021-03-08 17:24:56,0,0,1
23236,2021-03-08 17:24:50,0,0,1
23237,2021-03-08 17:24:50,0,0,1
23238,2021-03-08 17:24:49,0,1,0
23239,2021-03-08 17:24:47,0,0,1
23240,2021-03-08 17:24:43,0,0,1
23241,2021-03-08 17:24:43,1,0,0
23242,2021-03-08 17:24:42,0,1,0
23243,2021-03-08 17:24:41,0,0,1
23244,2021-03-08 17:24:35,0,1,0
23245,2021-03-08 17:24:33,0,0,1
23246,2021-03-08 17:24:32,0,0,1
23247,2021-03-08 17:24:30,0,1,0
23248,2021-03-08 17:24:30,0,0,1
23249,2021-03-08 17:24:30,1,0,0
23250,2021-03-08 17:24:29,0,1,0
23251,2021-03-08 17:24:28,0,0,1
23252,2021-03-08 17:24:28,1,0,0
23253,2021-03-08 17:24:28,0,1,0
23254,2021-03-08 17:24:19,0,1,0
23255,2021-03-08 17:24:19,0,0,1
23256,2021-03-08 17:24:15,0,0,1
23257,2021-03-08 17:24:14,0,1,0
23258,2021-03-08 17:24:14,0,0,1
23259,2021-03-08 17:24:12,1,0,0
23260,2021-03-08 17:24:09,0,0,1
23261,2021-03-08 17:24:08,0,0,1
23262,2021-03-08 17:24:07,0,1,0
23263,2021-03-08 17:24:04,0,0,1
23264,2021-03-08 17:24:03,0,0,1
23265,2021-03-08 17:24:03,0,0,1
23266,2021-03-08 17:24:03,0,0,1
23267,2021-03-08 17:24:02,0,0,1
23268,2021-03-08 17:23:59,0,1,0
23269,2021-03-08 17:23:57,1,0,0
23270,2021-03-08 17:23:55,0,0,1
23271,2021-03-08 17:23:54,0,1,0
23272,2021-03-08 17:23:51,0,0,1
23273,2021-03-08 17:23:51,0,0,1
23274,2021-03-08 17:23:49,0,0,1
23275,2021-03-08 17:23:48,0,1,0
23276,2021-03-08 17:23:48,0,1,0
23277,2021-03-08 17:23:48,0,0,1
23278,2021-03-08 17:23:45,0,0,1
23279,2021-03-08 17:23:44,0,0,1
